1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
2,2
2,3
2,10
2,11
2,12
2,9
2,13
2,14
2,15
2,16
2,17
2,18
2,19
2,20
2,21
2,22
2,23
2,24
2,25
2,26
2,27
2,28
2,29
2,30
2,6
2,31
2,32
2,33
2,34
2,35
2,36
2,37
2,38
2,7
2,39
2,8
2,40
3,2
3,3
3,45
3,10
3,11
3,47
3,12
3,9
3,41
3,13
3,14
3,44
3,8
3,46
3,16
3,15
3,17
3,18
3,19
3,20
3,40
3,50
3,21
3,22
3,54
3,23
3,24
3,25
3,26
3,43
3,27
3,28
3,29
3,30
3,6
3,49
3,31
3,32
3,33
3,34
3,35
3,36
3,42
3,37
3,7
3,48
3,39
3,51
3,52
3,53
4,2
4,3
4,10
4,11
4,12
4,9
4,13
4,14
4,46
4,16
4,15
4,17
4,18
4,19
4,20
4,21
4,22
4,54
4,23
4,24
4,25
4,26
4,27
4,28
4,29
4,30
4,6
4,31
4,32
4,33
4,34
4,35
4,36
4,37
4,7
4,39
4,8
4,40
5,55
5,56
5,57
5,58
5,59
5,1
5,60
5,10
5,12
5,61
5,62
5,63
5,9
5,64
5,65
5,13
5,66
5,67
5,68
5,69
5,70
5,15
5,18
5,71
5,72
5,73
5,74
5,21
5,75
5,22
5,76
5,77
5,24
5,26
5,78
5,27
5,79
5,80
5,28
5,30
5,81
5,82
5,33
5,34
5,35
5,36
5,83
5,84
5,85
5,86
5,87
5,7
5,88
5,39
5,8
5,89
5,90
5,91
5,92
6,2
6,3
6,93
6,10
6,11
6,94
6,12
6,95
6,96
6,97
6,98
6,99
6,100
6,9
6,39
6,13
6,14
6,101
6,102
6,46
6,103
6,16
6,17
6,104
6,105
6,20
6,15
6,19
6,18
6,21
6,22
6,106
6,54
6,23
6,107
6,24
6,25
6,108
6,109
6,26
6,27
6,28
6,29
6,30
6,6
6,31
6,110
6,32
6,111
6,33
6,112
6,115
6,113
6,116
6,114
6,117
6,35
6,34
6,36
6,118
6,119
6,37
6,120
6,7
6,121
6,122
6,8
6,40
6,123
6,124
